timestamp,server_name,region,latency_ms,cpu_load_percent,packet_loss_percent,jitter_ms,active_requests
2025-08-01T00:00:00,Server1,US,48,83.98813163139076,4.160711009883845,1.3390602583705014,0
2025-08-01T00:00:00,Server2,Europe,44,64.64816621749421,1.7527366812255747,1.694231971727237,0
2025-08-01T00:00:00,Server3,Asia,35,69.29018918431773,1.375408171034156,6.856503485877078,0
2025-08-01T00:00:00,Server4,India,83,88.4508165738872,2.698091278744254,5.490014857561782,0
2025-08-01T00:01:00,Server1,US,93,81.43594456385097,3.2041934399546346,6.029314729316883,0
2025-08-01T00:01:00,Server2,Europe,37,63.554270718726634,1.1615577424352885,2.250299198865362,0
2025-08-01T00:01:00,Server3,Asia,90,66.96109217404683,2.880165483784947,5.125486841964943,0
2025-08-01T00:01:00,Server4,India,47,91.79835203364581,3.460320509978879,5.27330522963314,0
2025-08-01T00:02:00,Server1,US,21,86.83216703438966,3.843024339258827,7.571350371646234,0
2025-08-01T00:02:00,Server2,Europe,79,65.2834947979452,1.383043361760485,3.6746478358615886,0
2025-08-01T00:02:00,Server3,Asia,47,71.50441505237829,1.2296642564498605,1.7606476890900513,0
2025-08-01T00:02:00,Server4,India,35,88.199684524398,1.7564090581359981,2.760381055849621,0
2025-08-01T00:03:00,Server1,US,23,78.70502620013302,0.10439398899677765,2.4851428545321577,0
2025-08-01T00:03:00,Server2,Europe,75,66.54523788162696,1.6309260763520672,5.685473306089443,0
2025-08-01T00:03:00,Server3,Asia,63,71.46351194537317,0.2001189667829345,3.9208236917722594,0
2025-08-01T00:03:00,Server4,India,36,93.91428692188342,4.1029567737405825,1.378098337020468,0
2025-08-01T00:04:00,Server1,US,71,78.46696318173231,1.8433336547390629,4.131371430861779,0
2025-08-01T00:04:00,Server2,Europe,91,63.15320738870322,3.9182201882564898,1.5584019231425783,0
2025-08-01T00:04:00,Server3,Asia,56,69.69573118892939,1.4850840210294263,0.53046782963724,0
2025-08-01T00:04:00,Server4,India,49,89.37932524798553,3.6529667425500896,1.9724830499217305,0
